codigo_nacional,codigo_dcp,nombre_del_medicamento,ficha_tecnica,sustancias_activas,codigo_atc,dosis_y_como_tomar,receta,generico,laboratorio,para_que_se_utiliza,efectos_adversos_y_interacciones
605667,66821000140108,DEXTROSA FRESENIUS KABI 50% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/57864/57864_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 50% inyectable perfusión 500 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/57864/57864_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/57864/57864_ft.pdf
605675,374646004,AMOXICILINA NORMON 500 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64388/64388_ft.pdf,amoxicilina,J01CA04,VÍA ORAL  (Amoxicilina 500 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64388/64388_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64388/64388_ft.pdf
605677,413397005,PARACETAMOL KABI 10 mg/ml SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/74477/74477_ft.pdf,paracetamol,N02BE01,VÍA INTRAVENOSA  (Paracetamol 1.000 mg inyectable perfusión 100 ml),SI,SI,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74477/74477_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74477/74477_ft.pdf
605680,324634001,LEVOFLOXACINO ACCORD 500 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/74700/74700_ft.pdf,levofloxacino,J01MA12,VÍA ORAL  (Levofloxacino 500 mg comprimido),SI,SI,ACCORD HEALTHCARE S.L.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74700/74700_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74700/74700_ft.pdf
605683,2271000140105,AMOXICILINA NORMON 750 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64389/64389_ft.pdf,amoxicilina,J01CA04,VÍA ORAL  (Amoxicilina 750 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64389/64389_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64389/64389_ft.pdf
605684,19191000140107,LEVOFLOXACINO ACCORDPHARMA 5mg/ml SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/69723/69723_ft.pdf,levofloxacino,J01MA12,VÍA INTRAVENOSA  (Levofloxacino 500 mg inyectable perfusión 100 ml),SI,NO,ACCORD HEALTHCARE S.L.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69723/69723_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69723/69723_ft.pdf
605705,375035005,VALSARTAN AUROBINDO 160 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/74997/74997_ft.pdf,valsartán,C09CA03,VÍA ORAL  (Valsartán 160 mg comprimido),SI,SI,"LABORATORIOS AUROBINDO, S.L.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74997/74997_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74997/74997_ft.pdf
605710,67791000140100,"VIAFLO BICARBONATO SODICO 1,4%, SOLUCION PARA PERFUSION",https://cima.aemps.es/cima/pdfs/es/ft/74823/74823_ft.pdf,sodio bicarbonato,B05XA02,"VÍA INTRAVENOSA  (Sodio bicarbonato 1,4% (1/6 M) inyectable perfusión 500 ml)",SI,NO,BAXTER S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74823/74823_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/74823/74823_ft.pdf
605711,92431000140105,XARELTO 15 mg COMPRIMIDOS RECUBIERTOS CON PELICULA (100 COMPRIMIDOS),https://cima.aemps.es/cima/pdfs/es/ft/08472016/08472016_ft.pdf,rivaroxabán,B01AF01,VÍA ORAL  (Rivaroxabán 15 mg comprimido),SI,NO,BAYER AG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/08472016/08472016_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/08472016/08472016_ft.pdf
605712,92441000140104,XARELTO 20 mg COMPRIMIDOS RECUBIERTOS CON PELICULA (100 COMPRIMIDOS),https://cima.aemps.es/cima/pdfs/es/ft/08472021/08472021_ft.pdf,rivaroxabán,B01AF01,VÍA ORAL  (Rivaroxabán 20 mg comprimido),SI,NO,BAYER AG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/08472021/08472021_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/08472021/08472021_ft.pdf
605721,329654002,IBUPROFENO CINFA 600 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/70039/70039_ft.pdf,ibuprofeno,M01AE01,VÍA ORAL  (Ibuprofeno 600 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/70039/70039_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/70039/70039_ft.pdf
605727,134508009,DESLORATADINA KERN PHARMA 5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/75304/75304_ft.pdf,desloratadina,R06AX27,VÍA ORAL  (Desloratadina 5 mg comprimido),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75304/75304_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75304/75304_ft.pdf
605733,2471000140109,AMOXICILINA NORMON 1000 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64390/64390_ft.pdf,amoxicilina,J01CA04,VÍA ORAL  (Amoxicilina 1.000 mg comprimido),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64390/64390_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64390/64390_ft.pdf
605740,317859002,CARBOLIQ 200 mg/ ml SUSPENSION ORAL,https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf,carbón activado,A07BA01,VÍA ORAL  (Carbón activado 200 mg/ml solución/suspensión oral),SI,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf
605742,317859002,CARBOLIQ 200 mg/ ml SUSPENSION ORAL,https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf,carbón activado,A07BA01,VÍA ORAL  (Carbón activado 200 mg/ml solución/suspensión oral),SI,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75265/75265_ft.pdf
605743,84801000140105,"MAGNESIA LAINCO 2,4 g SUSPENSION ORAL",https://cima.aemps.es/cima/pdfs/es/ft/75371/75371_ft.pdf,magnesio hidróxido,A06AD91,VÍA ORAL  (Magnesio hidróxido 2.400 mg solución/suspensión oral sobre),NO,NO,LAINCO S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75371/75371_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75371/75371_ft.pdf
605747,322236009,PARACETAMOL KERN PHARMA 500 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/75410/75410_ft.pdf,paracetamol,N02BE01,VÍA ORAL  (Paracetamol 500 mg comprimido),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75410/75410_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75410/75410_ft.pdf
605750,324698000,FLUCONAZOL AUROBINDO 150 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/73952/73952_ft.pdf,fluconazol,J02AC01,VÍA ORAL  (Fluconazol 150 mg cápsula),SI,SI,"LABORATORIOS AUROBINDO, S.L.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/73952/73952_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/73952/73952_ft.pdf
605752,19191000140107,LEVOFLOXACINO HOSPIRA 5 mg/ml SOLUCION PARA PERFUSION  EFG,https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf,levofloxacino,J01MA12,VÍA INTRAVENOSA  (Levofloxacino 500 mg inyectable perfusión 100 ml),SI,SI,HOSPIRA UK LIMITED,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf
605753,19191000140107,LEVOFLOXACINO HOSPIRA 5 mg/ml SOLUCION PARA PERFUSION  EFG,https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf,levofloxacino,J01MA12,VÍA INTRAVENOSA  (Levofloxacino 500 mg inyectable perfusión 100 ml),SI,SI,HOSPIRA UK LIMITED,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/71803/71803_ft.pdf
605754,370151002,DOLOCATIL 650 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/66012/66012_ft.pdf,paracetamol,N02BE01,VÍA ORAL  (Paracetamol 650 mg comprimido),SI,SI,FERRER INTERNACIONAL S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66012/66012_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/66012/66012_ft.pdf
605779,413397005,PARACETAMOL B.BRAUN 10 mg/ml SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf,paracetamol,N02BE01,VÍA INTRAVENOSA  (Paracetamol 1.000 mg inyectable perfusión 100 ml),SI,SI,B. BRAUN MELSUNGEN AG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf
605780,419435005,PARACETAMOL B.BRAUN 10 mg/ml SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf,paracetamol,N02BE01,VÍA INTRAVENOSA  (Paracetamol 500 mg inyectable perfusión 50 ml),SI,SI,B. BRAUN MELSUNGEN AG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75594/75594_ft.pdf
605786,15261000140109,CIPROFLOXACINO KABI 2 MG/ML SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf,ciprofloxacino,J01MA02,VÍA INTRAVENOSA  (Ciprofloxacino 200 mg inyectable perfusión 100 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf
605787,15301000140104,CIPROFLOXACINO KABI 2 MG/ML SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf,ciprofloxacino,J01MA02,VÍA INTRAVENOSA  (Ciprofloxacino 400 mg inyectable perfusión 200 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/68095/68095_ft.pdf
605812,327377001,"LETROZOL ARISTO 2,5 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG",https://cima.aemps.es/cima/pdfs/es/ft/75701/75701_ft.pdf,letrozol,L02BG04,"VÍA ORAL  (Letrozol 2,5 mg comprimido)",SI,SI,ARISTO PHARMA IBERIA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75701/75701_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75701/75701_ft.pdf
605839,317251005,RANITIDINA CINFA 300 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/62192/62192_ft.pdf,ranitidina,A02BA02,VÍA ORAL  (Ranitidina 300 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62192/62192_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62192/62192_ft.pdf
605841,317291008,OMEPRAZOL CINFA 20 mg CAPSULAS DURAS GASTRORRESISTENTES EFG,https://cima.aemps.es/cima/pdfs/es/ft/63983/63983_ft.pdf,omeprazol,A02BC01,VÍA ORAL  (Omeprazol 20 mg cápsula),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63983/63983_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63983/63983_ft.pdf
605842,318855006,ENALAPRIL CINFA 20 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63355/63355_ft.pdf,enalapril,C09AA02,VÍA ORAL  (Enalapril 20 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63355/63355_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63355/63355_ft.pdf
605843,318851002,ENALAPRIL CINFA 5 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/63377/63377_ft.pdf,enalapril,C09AA02,VÍA ORAL  (Enalapril 5 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63377/63377_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/63377/63377_ft.pdf
605845,317972000,FUROSEMIDA CINFA 40 mg COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/64140/64140_ft.pdf,furosemida,C03CA01,VÍA ORAL  (Furosemida 40 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64140/64140_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64140/64140_ft.pdf
605846,318188002,TRANGOREX 150 mg / 3 ml SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/54723/54723_ft.pdf,amiodarona,C01BD01,VÍA INTRAVENOSA  (Amiodarona 150 mg inyectable 3 ml),SI,NO,SANOFI AVENTIS S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54723/54723_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/54723/54723_ft.pdf
605867,66071000140101,"FREEFLEX CLORURO SODICO 0,9%",https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 50 ml)",SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf
605868,66081000140103,"FREEFLEX CLORURO SODICO 0,9%",https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 100 ml)",SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf
605869,67731000140104,"FREEFLEX CLORURO SODICO 0,9%",https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 250 ml)",SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf
605870,66091000140100,"FREEFLEX CLORURO SODICO 0,9%",https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,sodio cloruro,B05BB91,"VÍA INTRAVENOSA  (Sodio cloruro 0,9% inyectable perfusión 500 ml)",SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/62404/62404_ft.pdf
605872,67231000140107,FREEFLEX GLUCOSA 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 50 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf
605873,12341000140107,SINTROM 4 mg COMPRIMIDOS,https://cima.aemps.es/cima/pdfs/es/ft/25670/25670_ft.pdf,acenocumarol,B01AA07,VÍA ORAL  (Acenocumarol 4 mg comprimido),SI,NO,MERUS LABS LUXCO II S.À.R.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/25670/25670_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/25670/25670_ft.pdf
605874,66341000140107,FREEFLEX GLUCOSA 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 100 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf
605875,66351000140109,FREEFLEX GLUCOSA 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 250 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf
605876,66361000140106,FREEFLEX GLUCOSA 5% SOLUCION PARA PERFUSION,https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,glucosa,B05BA03,VÍA INTRAVENOSA  (Glucosa 5% inyectable perfusión 500 ml),SI,NO,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/45441/45441_ft.pdf
605878,320000009,SIMVASTATINA CINFA 40 mg COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/64415/64415_ft.pdf,simvastatina,C10AA01,VÍA ORAL  (Simvastatina 40 mg comprimido),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64415/64415_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/64415/64415_ft.pdf
605879,416532007,NIMENRIX POLVO Y DISOLVENTE PARA SOLUCION INYECTABLE EN JERINGA PRECARGADA,https://cima.aemps.es/cima/pdfs/es/ft/12767004/12767004_ft.pdf,vacuna anti meningococo A/C/W135/Y,J07AH08,VÍA INTRAMUSCULAR  (Vacuna inactivada anti meningococo A/C/W135/Y conjugada inyectable),SI,NO,PFIZER EUROPE MA EEIG,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/12767004/12767004_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/12767004/12767004_ft.pdf
605884,321964006,PAROXETINA STADA 20 MG COMPRIMIDOS EFG,https://cima.aemps.es/cima/pdfs/es/ft/76030/76030_ft.pdf,paroxetina,N06AB05,VÍA ORAL  (Paroxetina 20 mg comprimido),SI,SI,LABORATORIO STADA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76030/76030_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76030/76030_ft.pdf
605890,327103006,"TACROLIMUS CINFA 0,5 mg CAPSULAS DURAS EFG",https://cima.aemps.es/cima/pdfs/es/ft/76114/76114_ft.pdf,tacrolimus,L04AD02,"VÍA ORAL  (Tacrolimus 0,5 mg cápsula)",SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76114/76114_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76114/76114_ft.pdf
605891,327096008,TACROLIMUS CINFA 1 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/76115/76115_ft.pdf,tacrolimus,L04AD02,VÍA ORAL  (Tacrolimus 1 mg cápsula),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76115/76115_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76115/76115_ft.pdf
605892,327097004,TACROLIMUS CINFA 5 mg CAPSULAS DURAS EFG,https://cima.aemps.es/cima/pdfs/es/ft/76116/76116_ft.pdf,tacrolimus,L04AD02,VÍA ORAL  (Tacrolimus 5 mg cápsula),SI,SI,LABORATORIOS CINFA S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76116/76116_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76116/76116_ft.pdf
605903,16021000140103,DEXKETOPROFENO ACCORD 50 mg/2 ml SOLUCION INYECTABLE O CONCENTRADO PARA SOLUCION PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/75827/75827_ft.pdf,dexketoprofeno,M01AE17,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Dexketoprofeno 50 mg inyectable 2 ml)",SI,SI,ACCORD HEALTHCARE S.L.U.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75827/75827_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/75827/75827_ft.pdf
605910,323855005,CEFTAZIDIMA KABI 2 g POLVO PARA SOLUCION INYECTABLE Y PARA PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/72674/72674_ft.pdf,ceftazidima,J01DD02,"VÍA INTRAMUSCULAR, VÍA INTRAVENOSA  (Ceftazidima 2.000 mg inyectable perfusión)",SI,SI,"FRESENIUS KABI ESPAÑA, S.A.U.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/72674/72674_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/72674/72674_ft.pdf
605911,324634001,LEVOFLOXACINO BLUEPHARMA 500 MG COMPRIMIDOS RECUBIERTOS CON PELICULA EFG,https://cima.aemps.es/cima/pdfs/es/ft/76200/76200_ft.pdf,levofloxacino,J01MA12,VÍA ORAL  (Levofloxacino 500 mg comprimido),SI,SI,"LABORATORIOS BLUEPHARMA, S.L.",consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76200/76200_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76200/76200_ft.pdf
605912,374495005,XEOMIN 100 UNIDADES POLVO PARA SOLUCION INYECTABLE,https://cima.aemps.es/cima/pdfs/es/ft/69292/69292_ft.pdf,toxina botulínica A,M03AX01,"VÍA INTRAMUSCULAR, USO INTRAGLANDULAR  (Toxina botulínica A 100 U inyectable)",SI,NO,MERZ PHARMACEUTICALS GMBH,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69292/69292_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/69292/69292_ft.pdf
605913,60621000140107,ACIDO ACETILSALICILICO KERN PHARMA 100 MG COMPRIMIDOS GASTRORRESISTENTES EFG,https://cima.aemps.es/cima/pdfs/es/ft/76223/76223_ft.pdf,ácido acetilsalicílico,B01AC06,VÍA ORAL  (Ácido acetilsalicílico 100 mg comprimido gastrorresistente),SI,SI,KERN PHARMA S.L.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76223/76223_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76223/76223_ft.pdf
605918,18811000140101,REMIFENTANILO NORMON 2 MG POLVO PARA CONCENTRADO PARA SOLUCION INYECTABLE O PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/76234/76234_ft.pdf,remifentanilo,N01AH06,VÍA INTRAVENOSA  (Remifentanilo 2 mg inyectable),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76234/76234_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76234/76234_ft.pdf
605919,18801000140104,REMIFENTANILO NORMON 1 MG POLVO PARA CONCENTRADO PARA SOLUCION INYECTABLE O PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/76233/76233_ft.pdf,remifentanilo,N01AH06,VÍA INTRAVENOSA  (Remifentanilo 1 mg inyectable),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76233/76233_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76233/76233_ft.pdf
605920,18791000140100,REMIFENTANILO NORMON 5 MG POLVO PARA CONCENTRADO PARA SOLUCION INYECTABLE O PERFUSION EFG,https://cima.aemps.es/cima/pdfs/es/ft/76236/76236_ft.pdf,remifentanilo,N01AH06,VÍA INTRAVENOSA  (Remifentanilo 5 mg inyectable),SI,SI,LABORATORIOS NORMON S.A.,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76236/76236_ft.pdf,consultar ficha técnica en https://cima.aemps.es/cima/pdfs/es/ft/76236/76236_ft.pdf
